TransactionNo,Items,DateTime,Daypart,DayType
1613,Pastry,18-11-2016 15:45,Afternoon,Weekday
1614,Farm House,18-11-2016 15:59,Afternoon,Weekday
1615,Farm House,18-11-2016 16:00,Afternoon,Weekday
1616,Cookies,18-11-2016 16:03,Afternoon,Weekday
1616,Brownie,18-11-2016 16:03,Afternoon,Weekday
1616,Coffee,18-11-2016 16:03,Afternoon,Weekday
1616,Tea,18-11-2016 16:03,Afternoon,Weekday
1617,Tea,18-11-2016 16:06,Afternoon,Weekday
1617,Coffee,18-11-2016 16:06,Afternoon,Weekday
1617,Medialuna,18-11-2016 16:06,Afternoon,Weekday
1617,Cookies,18-11-2016 16:06,Afternoon,Weekday
1617,Farm House,18-11-2016 16:06,Afternoon,Weekday
1618,Bread,18-11-2016 16:07,Afternoon,Weekday
1618,Coffee,18-11-2016 16:07,Afternoon,Weekday
1619,Coffee,18-11-2016 16:17,Afternoon,Weekday
1620,Tea,18-11-2016 16:18,Afternoon,Weekday
1620,Coffee,18-11-2016 16:18,Afternoon,Weekday
1620,Alfajores,18-11-2016 16:18,Afternoon,Weekday
1621,Bread,18-11-2016 16:21,Afternoon,Weekday
1621,Hot chocolate,18-11-2016 16:21,Afternoon,Weekday
1621,Coffee,18-11-2016 16:21,Afternoon,Weekday
1622,Medialuna,18-11-2016 17:03,Evening,Weekday
1622,Tea,18-11-2016 17:03,Evening,Weekday
1623,Coke,18-11-2016 17:11,Evening,Weekday
1624,Medialuna,18-11-2016 17:13,Evening,Weekday
1625,Fudge,18-11-2016 17:23,Evening,Weekday
1625,Fudge,18-11-2016 17:23,Evening,Weekday
1626,Tea,18-11-2016 18:30,Evening,Weekday
1626,Muffin,18-11-2016 18:30,Evening,Weekday
1627,Alfajores,18-11-2016 18:33,Evening,Weekday
1627,Coffee,18-11-2016 18:33,Evening,Weekday
1629,Pastry,19-11-2016 08:42,Morning,Weekend
1629,Bread,19-11-2016 08:42,Morning,Weekend
1630,Pastry,19-11-2016 08:42,Morning,Weekend
1630,Coffee,19-11-2016 08:42,Morning,Weekend
1631,Coffee,19-11-2016 08:53,Morning,Weekend
1632,Bread,19-11-2016 08:55,Morning,Weekend
1633,Bread,19-11-2016 08:56,Morning,Weekend
1634,Coffee,19-11-2016 08:57,Morning,Weekend
1634,Keeping It Local,19-11-2016 08:57,Morning,Weekend
1634,Tea,19-11-2016 08:57,Morning,Weekend
1635,Bread,19-11-2016 09:12,Morning,Weekend
1635,Pastry,19-11-2016 09:12,Morning,Weekend
1635,Medialuna,19-11-2016 09:12,Morning,Weekend
1636,Farm House,19-11-2016 09:15,Morning,Weekend
1636,Medialuna,19-11-2016 09:15,Morning,Weekend
1636,Coffee,19-11-2016 09:15,Morning,Weekend
1637,Coffee,19-11-2016 09:29,Morning,Weekend
1637,Pastry,19-11-2016 09:29,Morning,Weekend
1638,Coffee,19-11-2016 09:31,Morning,Weekend
1639,Coffee,19-11-2016 09:31,Morning,Weekend
1640,Coffee,19-11-2016 09:35,Morning,Weekend
1640,Keeping It Local,19-11-2016 09:35,Morning,Weekend
1640,Medialuna,19-11-2016 09:35,Morning,Weekend
1641,Pastry,19-11-2016 09:40,Morning,Weekend
1641,Bread,19-11-2016 09:40,Morning,Weekend
1641,Coffee,19-11-2016 09:40,Morning,Weekend
1642,Farm House,19-11-2016 09:46,Morning,Weekend
1643,Bread,19-11-2016 09:50,Morning,Weekend
1643,Bread,19-11-2016 09:50,Morning,Weekend
1644,Bread,19-11-2016 09:55,Morning,Weekend
1644,Bread,19-11-2016 09:55,Morning,Weekend
1644,Tea,19-11-2016 09:55,Morning,Weekend
1644,Keeping It Local,19-11-2016 09:55,Morning,Weekend
1645,Bread,19-11-2016 10:01,Morning,Weekend
1645,Medialuna,19-11-2016 10:01,Morning,Weekend
1645,Keeping It Local,19-11-2016 10:01,Morning,Weekend
1645,Coffee,19-11-2016 10:01,Morning,Weekend
1646,Bread,19-11-2016 10:04,Morning,Weekend
1646,Coffee,19-11-2016 10:04,Morning,Weekend
1646,Medialuna,19-11-2016 10:04,Morning,Weekend
1646,Bread,19-11-2016 10:04,Morning,Weekend
1647,Coffee,19-11-2016 10:04,Morning,Weekend
1648,Bread,19-11-2016 10:06,Morning,Weekend
1649,Medialuna,19-11-2016 10:12,Morning,Weekend
1649,Pastry,19-11-2016 10:12,Morning,Weekend
1649,Bread,19-11-2016 10:12,Morning,Weekend
1650,Bread,19-11-2016 10:14,Morning,Weekend
1650,Pastry,19-11-2016 10:14,Morning,Weekend
1651,Medialuna,19-11-2016 10:15,Morning,Weekend
1651,Coffee,19-11-2016 10:15,Morning,Weekend
1652,Bread,19-11-2016 10:15,Morning,Weekend
1653,Bread,19-11-2016 10:16,Morning,Weekend
1654,Coffee,19-11-2016 10:17,Morning,Weekend
1654,Coffee,19-11-2016 10:17,Morning,Weekend
1655,Focaccia,19-11-2016 10:19,Morning,Weekend
1656,Coffee,19-11-2016 10:19,Morning,Weekend
1657,Hot chocolate,19-11-2016 10:20,Morning,Weekend
1657,Pastry,19-11-2016 10:20,Morning,Weekend
1658,Coffee,19-11-2016 10:30,Morning,Weekend
1658,Hot chocolate,19-11-2016 10:30,Morning,Weekend
1659,Bread,19-11-2016 10:33,Morning,Weekend
1660,Bread,19-11-2016 10:34,Morning,Weekend
1660,Coffee,19-11-2016 10:34,Morning,Weekend
1661,Pastry,19-11-2016 10:35,Morning,Weekend
1661,Scandinavian,19-11-2016 10:35,Morning,Weekend
1661,Muffin,19-11-2016 10:35,Morning,Weekend
1662,Focaccia,19-11-2016 10:37,Morning,Weekend
1662,Bread,19-11-2016 10:37,Morning,Weekend
1663,Bread,19-11-2016 10:38,Morning,Weekend
1664,Muffin,19-11-2016 10:41,Morning,Weekend
1665,Caramel bites,19-11-2016 10:44,Morning,Weekend
1665,Coffee,19-11-2016 10:44,Morning,Weekend
1665,Medialuna,19-11-2016 10:44,Morning,Weekend
1666,Tartine,19-11-2016 10:50,Morning,Weekend
1666,Tea,19-11-2016 10:50,Morning,Weekend
1666,Muffin,19-11-2016 10:50,Morning,Weekend
1667,Bread,19-11-2016 10:54,Morning,Weekend
1668,Bread,19-11-2016 10:57,Morning,Weekend
1668,Focaccia,19-11-2016 10:57,Morning,Weekend
1668,Tea,19-11-2016 10:57,Morning,Weekend
1668,Coffee,19-11-2016 10:57,Morning,Weekend
1669,Jam,19-11-2016 11:00,Morning,Weekend
1670,Focaccia,19-11-2016 11:01,Morning,Weekend
1671,Coffee,19-11-2016 11:03,Morning,Weekend
1671,Medialuna,19-11-2016 11:03,Morning,Weekend
1671,Muffin,19-11-2016 11:03,Morning,Weekend
1672,Bread,19-11-2016 11:05,Morning,Weekend
1672,Coffee,19-11-2016 11:05,Morning,Weekend
1673,Coffee,19-11-2016 11:06,Morning,Weekend
1673,Muffin,19-11-2016 11:06,Morning,Weekend
1674,Coffee,19-11-2016 11:17,Morning,Weekend
1675,Coffee,19-11-2016 11:19,Morning,Weekend
1676,Bread,19-11-2016 11:24,Morning,Weekend
1677,Coffee,19-11-2016 11:35,Morning,Weekend
1677,Coffee,19-11-2016 11:35,Morning,Weekend
1678,Coffee,19-11-2016 11:36,Morning,Weekend
1678,Coffee,19-11-2016 11:36,Morning,Weekend
1679,Coffee,19-11-2016 11:36,Morning,Weekend
1679,Coffee,19-11-2016 11:36,Morning,Weekend
1680,Coffee,19-11-2016 11:41,Morning,Weekend
1681,Tea,19-11-2016 11:46,Morning,Weekend
1682,Fudge,19-11-2016 11:48,Morning,Weekend
1683,Medialuna,19-11-2016 11:52,Morning,Weekend
1683,Bread,19-11-2016 11:52,Morning,Weekend
1683,Tea,19-11-2016 11:52,Morning,Weekend
1683,Coffee,19-11-2016 11:52,Morning,Weekend
1683,Coffee,19-11-2016 11:52,Morning,Weekend
1683,Ella's Kitchen Pouches,19-11-2016 11:52,Morning,Weekend
1684,Jammie Dodgers,19-11-2016 12:02,Afternoon,Weekend
1685,Bread,19-11-2016 12:05,Afternoon,Weekend
1686,Tea,19-11-2016 12:12,Afternoon,Weekend
1686,Coffee,19-11-2016 12:12,Afternoon,Weekend
1686,Soup,19-11-2016 12:12,Afternoon,Weekend
1686,Keeping It Local,19-11-2016 12:12,Afternoon,Weekend
1687,Coffee,19-11-2016 12:34,Afternoon,Weekend
1688,Coffee,19-11-2016 12:39,Afternoon,Weekend
1689,Coffee,19-11-2016 12:44,Afternoon,Weekend
1689,Muffin,19-11-2016 12:44,Afternoon,Weekend
1690,Coffee,19-11-2016 12:47,Afternoon,Weekend
1690,Bread,19-11-2016 12:47,Afternoon,Weekend
1690,Soup,19-11-2016 12:47,Afternoon,Weekend
1691,Coffee,19-11-2016 13:04,Afternoon,Weekend
1691,Tea,19-11-2016 13:04,Afternoon,Weekend
1691,Medialuna,19-11-2016 13:04,Afternoon,Weekend
1692,Alfajores,19-11-2016 13:10,Afternoon,Weekend
1693,Bread,19-11-2016 13:14,Afternoon,Weekend
1694,Coffee,19-11-2016 13:15,Afternoon,Weekend
1694,Coffee,19-11-2016 13:15,Afternoon,Weekend
1694,Tartine,19-11-2016 13:15,Afternoon,Weekend
1694,Medialuna,19-11-2016 13:15,Afternoon,Weekend
1694,Pastry,19-11-2016 13:15,Afternoon,Weekend
1695,Tea,19-11-2016 13:16,Afternoon,Weekend
1695,Tartine,19-11-2016 13:16,Afternoon,Weekend
1696,Bread,19-11-2016 13:18,Afternoon,Weekend
1696,Coffee,19-11-2016 13:18,Afternoon,Weekend
1697,Medialuna,19-11-2016 13:26,Afternoon,Weekend
1697,Coffee,19-11-2016 13:26,Afternoon,Weekend
1697,Bread,19-11-2016 13:26,Afternoon,Weekend
1698,Bread,19-11-2016 13:28,Afternoon,Weekend
1698,Medialuna,19-11-2016 13:28,Afternoon,Weekend
1699,Focaccia,19-11-2016 13:34,Afternoon,Weekend
1700,Scandinavian,19-11-2016 13:36,Afternoon,Weekend
1701,Hearty & Seasonal,19-11-2016 13:45,Afternoon,Weekend
1701,Sandwich,19-11-2016 13:45,Afternoon,Weekend
1701,Coffee,19-11-2016 13:45,Afternoon,Weekend
1701,Mineral water,19-11-2016 13:45,Afternoon,Weekend
1702,Coffee,19-11-2016 13:46,Afternoon,Weekend
1702,Sandwich,19-11-2016 13:46,Afternoon,Weekend
1702,Sandwich,19-11-2016 13:46,Afternoon,Weekend
1703,Tea,19-11-2016 14:09,Afternoon,Weekend
1703,Scandinavian,19-11-2016 14:09,Afternoon,Weekend
1704,Coffee,19-11-2016 14:11,Afternoon,Weekend
1705,Coffee,19-11-2016 14:20,Afternoon,Weekend
1705,Coffee,19-11-2016 14:20,Afternoon,Weekend
1706,Soup,19-11-2016 14:26,Afternoon,Weekend
1706,Kids biscuit,19-11-2016 14:26,Afternoon,Weekend
1707,Coffee,19-11-2016 14:27,Afternoon,Weekend
1708,Bread,19-11-2016 14:29,Afternoon,Weekend
1709,Coffee,19-11-2016 14:30,Afternoon,Weekend
1710,Coffee,19-11-2016 14:36,Afternoon,Weekend
1711,Coffee,19-11-2016 14:40,Afternoon,Weekend
1711,Bread,19-11-2016 14:40,Afternoon,Weekend
1712,Cake,19-11-2016 14:55,Afternoon,Weekend
1712,Tea,19-11-2016 14:55,Afternoon,Weekend
1712,Muffin,19-11-2016 14:55,Afternoon,Weekend
1712,Coffee,19-11-2016 14:55,Afternoon,Weekend
1713,Hot chocolate,19-11-2016 15:01,Afternoon,Weekend
1714,Coffee,19-11-2016 15:05,Afternoon,Weekend
1714,Tea,19-11-2016 15:05,Afternoon,Weekend
1714,Cake,19-11-2016 15:05,Afternoon,Weekend
1715,Tea,19-11-2016 15:07,Afternoon,Weekend
1715,Coffee,19-11-2016 15:07,Afternoon,Weekend
1715,Muffin,19-11-2016 15:07,Afternoon,Weekend
1716,Jammie Dodgers,19-11-2016 15:18,Afternoon,Weekend
1716,Hot chocolate,19-11-2016 15:18,Afternoon,Weekend
1716,Hot chocolate,19-11-2016 15:18,Afternoon,Weekend
1716,Coffee,19-11-2016 15:18,Afternoon,Weekend
1716,Cookies,19-11-2016 15:18,Afternoon,Weekend
1717,Caramel bites,19-11-2016 15:20,Afternoon,Weekend
1717,Jammie Dodgers,19-11-2016 15:20,Afternoon,Weekend
1717,My-5 Fruit Shoot,19-11-2016 15:20,Afternoon,Weekend
1717,Bread,19-11-2016 15:20,Afternoon,Weekend
1718,Coffee,19-11-2016 15:36,Afternoon,Weekend
1719,Coffee,19-11-2016 15:37,Afternoon,Weekend
1719,Tea,19-11-2016 15:37,Afternoon,Weekend
1719,Caramel bites,19-11-2016 15:37,Afternoon,Weekend
1719,Kids biscuit,19-11-2016 15:37,Afternoon,Weekend
1720,Bread,19-11-2016 15:39,Afternoon,Weekend
1720,Coffee,19-11-2016 15:39,Afternoon,Weekend
1721,Bread,19-11-2016 15:46,Afternoon,Weekend
1721,Coffee,19-11-2016 15:46,Afternoon,Weekend
1721,Alfajores,19-11-2016 15:46,Afternoon,Weekend
1721,Bread,19-11-2016 15:46,Afternoon,Weekend
1722,Farm House,19-11-2016 15:53,Afternoon,Weekend
1723,Bread,19-11-2016 16:05,Afternoon,Weekend
1723,Jammie Dodgers,19-11-2016 16:05,Afternoon,Weekend
1723,Scandinavian,19-11-2016 16:05,Afternoon,Weekend
1724,Tea,19-11-2016 16:09,Afternoon,Weekend
1725,Alfajores,19-11-2016 16:17,Afternoon,Weekend
1725,Bread,19-11-2016 16:17,Afternoon,Weekend
1725,Tea,19-11-2016 16:17,Afternoon,Weekend
1725,Coffee,19-11-2016 16:17,Afternoon,Weekend
1726,Coffee,19-11-2016 16:26,Afternoon,Weekend
1726,Mineral water,19-11-2016 16:26,Afternoon,Weekend
1726,Tea,19-11-2016 16:26,Afternoon,Weekend
1727,Coffee,19-11-2016 16:32,Afternoon,Weekend
1727,Kids biscuit,19-11-2016 16:32,Afternoon,Weekend
1728,Kids biscuit,19-11-2016 16:38,Afternoon,Weekend
1728,Bread,19-11-2016 16:38,Afternoon,Weekend
1729,Coffee,20-11-2016 10:06,Morning,Weekend
1729,Coffee,20-11-2016 10:06,Morning,Weekend
1730,Bread,20-11-2016 10:25,Morning,Weekend
1731,Hot chocolate,20-11-2016 10:28,Morning,Weekend
1731,Coffee,20-11-2016 10:28,Morning,Weekend
1731,Cake,20-11-2016 10:28,Morning,Weekend
1732,Coffee,20-11-2016 10:33,Morning,Weekend
1732,Bread,20-11-2016 10:33,Morning,Weekend
1733,Scandinavian,20-11-2016 10:53,Morning,Weekend
1733,Pastry,20-11-2016 10:53,Morning,Weekend
1733,Juice,20-11-2016 10:53,Morning,Weekend
1734,Bread,20-11-2016 10:54,Morning,Weekend
1734,Coffee,20-11-2016 10:54,Morning,Weekend
1735,Bread,20-11-2016 10:56,Morning,Weekend
1736,Farm House,20-11-2016 10:57,Morning,Weekend
1736,Pastry,20-11-2016 10:57,Morning,Weekend
1736,Pastry,20-11-2016 10:57,Morning,Weekend
1736,Medialuna,20-11-2016 10:57,Morning,Weekend
1737,Alfajores,20-11-2016 11:00,Morning,Weekend
1737,Alfajores,20-11-2016 11:00,Morning,Weekend
1737,Coffee,20-11-2016 11:00,Morning,Weekend
1737,Coffee,20-11-2016 11:00,Morning,Weekend
1738,Bread,20-11-2016 11:01,Morning,Weekend
1739,Keeping It Local,20-11-2016 11:02,Morning,Weekend
1739,Coffee,20-11-2016 11:02,Morning,Weekend
1739,Coffee,20-11-2016 11:02,Morning,Weekend
1740,Scandinavian,20-11-2016 11:03,Morning,Weekend
1740,Pastry,20-11-2016 11:03,Morning,Weekend
1740,Hot chocolate,20-11-2016 11:03,Morning,Weekend
1740,Coffee,20-11-2016 11:03,Morning,Weekend
1740,Bread,20-11-2016 11:03,Morning,Weekend
1741,Bread,20-11-2016 11:07,Morning,Weekend
1742,Bread,20-11-2016 11:08,Morning,Weekend
1742,Coffee,20-11-2016 11:08,Morning,Weekend
1743,Pastry,20-11-2016 11:13,Morning,Weekend
1743,Coffee,20-11-2016 11:13,Morning,Weekend
1744,Smoothies,20-11-2016 11:16,Morning,Weekend
1744,Keeping It Local,20-11-2016 11:16,Morning,Weekend
1744,Coffee,20-11-2016 11:16,Morning,Weekend
1745,Coffee,20-11-2016 11:20,Morning,Weekend
1745,Coffee,20-11-2016 11:20,Morning,Weekend
1746,Pastry,20-11-2016 11:21,Morning,Weekend
1746,Medialuna,20-11-2016 11:21,Morning,Weekend
1747,Tea,20-11-2016 11:35,Morning,Weekend
1747,Cake,20-11-2016 11:35,Morning,Weekend
1748,Cake,20-11-2016 11:35,Morning,Weekend
1748,Mineral water,20-11-2016 11:35,Morning,Weekend
1749,Farm House,20-11-2016 11:45,Morning,Weekend
1749,Cake,20-11-2016 11:45,Morning,Weekend
1749,Medialuna,20-11-2016 11:45,Morning,Weekend
1749,Tea,20-11-2016 11:45,Morning,Weekend
1749,Coffee,20-11-2016 11:45,Morning,Weekend
1750,Hot chocolate,20-11-2016 11:46,Morning,Weekend
1750,Coffee,20-11-2016 11:46,Morning,Weekend
1750,Bread,20-11-2016 11:46,Morning,Weekend
1751,Bread,20-11-2016 11:49,Morning,Weekend
1752,Alfajores,20-11-2016 11:54,Morning,Weekend
1752,Cake,20-11-2016 11:54,Morning,Weekend
1752,Coffee,20-11-2016 11:54,Morning,Weekend
1752,Sandwich,20-11-2016 11:54,Morning,Weekend
1752,Sandwich,20-11-2016 11:54,Morning,Weekend
1752,My-5 Fruit Shoot,20-11-2016 11:54,Morning,Weekend
1753,Farm House,20-11-2016 11:56,Morning,Weekend
1754,Jam,20-11-2016 11:59,Morning,Weekend
1755,Bread,20-11-2016 12:03,Afternoon,Weekend
1755,Coffee,20-11-2016 12:03,Afternoon,Weekend
1755,Cake,20-11-2016 12:03,Afternoon,Weekend
1756,Bread,20-11-2016 12:05,Afternoon,Weekend
1756,Coffee,20-11-2016 12:05,Afternoon,Weekend
1757,Tartine,20-11-2016 12:09,Afternoon,Weekend
1758,Bread,20-11-2016 12:16,Afternoon,Weekend
1758,Medialuna,20-11-2016 12:16,Afternoon,Weekend
1758,Farm House,20-11-2016 12:16,Afternoon,Weekend
1759,Bread,20-11-2016 12:20,Afternoon,Weekend
1759,Brownie,20-11-2016 12:20,Afternoon,Weekend
1759,Cake,20-11-2016 12:20,Afternoon,Weekend
1760,Cake,20-11-2016 12:25,Afternoon,Weekend
1760,Mineral water,20-11-2016 12:25,Afternoon,Weekend
1760,Alfajores,20-11-2016 12:25,Afternoon,Weekend
1760,Coffee,20-11-2016 12:25,Afternoon,Weekend
1760,Coffee,20-11-2016 12:25,Afternoon,Weekend
1761,Bread,20-11-2016 12:38,Afternoon,Weekend
1762,Coffee,20-11-2016 12:43,Afternoon,Weekend
1762,Coffee,20-11-2016 12:43,Afternoon,Weekend
1763,Bread,20-11-2016 12:45,Afternoon,Weekend
1763,Jam,20-11-2016 12:45,Afternoon,Weekend
1764,Brownie,20-11-2016 12:48,Afternoon,Weekend
1765,Coffee,20-11-2016 12:52,Afternoon,Weekend
1765,Sandwich,20-11-2016 12:52,Afternoon,Weekend
1765,Mineral water,20-11-2016 12:52,Afternoon,Weekend
1767,Coffee,20-11-2016 12:55,Afternoon,Weekend
1767,Coffee,20-11-2016 12:55,Afternoon,Weekend
1768,Bread,20-11-2016 12:57,Afternoon,Weekend
1769,Bread,20-11-2016 12:58,Afternoon,Weekend
1769,Mineral water,20-11-2016 12:58,Afternoon,Weekend
1770,Farm House,20-11-2016 13:35,Afternoon,Weekend
1771,Medialuna,20-11-2016 13:39,Afternoon,Weekend
1771,Coffee,20-11-2016 13:39,Afternoon,Weekend
1772,Juice,20-11-2016 13:43,Afternoon,Weekend
1772,Cookies,20-11-2016 13:43,Afternoon,Weekend
1772,Alfajores,20-11-2016 13:43,Afternoon,Weekend
1772,Coffee,20-11-2016 13:43,Afternoon,Weekend
1772,Focaccia,20-11-2016 13:43,Afternoon,Weekend
1773,Bread,20-11-2016 13:48,Afternoon,Weekend
1774,Sandwich,20-11-2016 13:52,Afternoon,Weekend
1774,Sandwich,20-11-2016 13:52,Afternoon,Weekend
1774,Brownie,20-11-2016 13:52,Afternoon,Weekend
1775,Alfajores,20-11-2016 14:13,Afternoon,Weekend
1775,Bread,20-11-2016 14:13,Afternoon,Weekend
1775,My-5 Fruit Shoot,20-11-2016 14:13,Afternoon,Weekend
1775,Juice,20-11-2016 14:13,Afternoon,Weekend
1776,Bread,20-11-2016 14:13,Afternoon,Weekend
1777,Fudge,20-11-2016 14:16,Afternoon,Weekend
1777,Dulce de Leche,20-11-2016 14:16,Afternoon,Weekend
1777,Coffee,20-11-2016 14:16,Afternoon,Weekend
1777,Cake,20-11-2016 14:16,Afternoon,Weekend
1777,Brownie,20-11-2016 14:16,Afternoon,Weekend
1778,Hot chocolate,20-11-2016 14:18,Afternoon,Weekend
1778,Coffee,20-11-2016 14:18,Afternoon,Weekend
1778,Cake,20-11-2016 14:18,Afternoon,Weekend
1779,Coffee,20-11-2016 14:25,Afternoon,Weekend
1779,Medialuna,20-11-2016 14:25,Afternoon,Weekend
1779,Alfajores,20-11-2016 14:25,Afternoon,Weekend
1780,Coffee,20-11-2016 14:34,Afternoon,Weekend
1780,Keeping It Local,20-11-2016 14:34,Afternoon,Weekend
1780,Farm House,20-11-2016 14:34,Afternoon,Weekend
1781,Bread,20-11-2016 14:37,Afternoon,Weekend
1782,Medialuna,20-11-2016 14:41,Afternoon,Weekend
1782,Truffles,20-11-2016 14:41,Afternoon,Weekend
1783,Cake,20-11-2016 14:42,Afternoon,Weekend
1783,Bread,20-11-2016 14:42,Afternoon,Weekend
1783,Tea,20-11-2016 14:42,Afternoon,Weekend
1783,Truffles,20-11-2016 14:42,Afternoon,Weekend
1784,Bread,20-11-2016 14:52,Afternoon,Weekend
1785,Coffee,20-11-2016 14:53,Afternoon,Weekend
1785,Brownie,20-11-2016 14:53,Afternoon,Weekend
1786,Coffee,20-11-2016 15:03,Afternoon,Weekend
1786,Bread,20-11-2016 15:03,Afternoon,Weekend
1787,Medialuna,20-11-2016 15:06,Afternoon,Weekend
1787,Brownie,20-11-2016 15:06,Afternoon,Weekend
1787,Tea,20-11-2016 15:06,Afternoon,Weekend
1788,Bread,20-11-2016 15:08,Afternoon,Weekend
1788,Scandinavian,20-11-2016 15:08,Afternoon,Weekend
1789,Medialuna,20-11-2016 15:13,Afternoon,Weekend
1789,Hot chocolate,20-11-2016 15:13,Afternoon,Weekend
1789,Cake,20-11-2016 15:13,Afternoon,Weekend
1789,Alfajores,20-11-2016 15:13,Afternoon,Weekend
1789,Truffles,20-11-2016 15:13,Afternoon,Weekend
1790,Brownie,20-11-2016 15:14,Afternoon,Weekend
1790,Medialuna,20-11-2016 15:14,Afternoon,Weekend
1790,Coffee,20-11-2016 15:14,Afternoon,Weekend
1791,Coffee,20-11-2016 15:16,Afternoon,Weekend
1791,Medialuna,20-11-2016 15:16,Afternoon,Weekend
1791,Truffles,20-11-2016 15:16,Afternoon,Weekend
1792,Cake,20-11-2016 15:17,Afternoon,Weekend
1792,Tea,20-11-2016 15:17,Afternoon,Weekend
1793,Mineral water,20-11-2016 15:22,Afternoon,Weekend
1793,Hot chocolate,20-11-2016 15:22,Afternoon,Weekend
1793,Cookies,20-11-2016 15:22,Afternoon,Weekend
1793,Cake,20-11-2016 15:22,Afternoon,Weekend
1794,Cookies,20-11-2016 15:26,Afternoon,Weekend
1795,Bread,20-11-2016 15:37,Afternoon,Weekend
1796,Hot chocolate,20-11-2016 15:41,Afternoon,Weekend
1796,Cake,20-11-2016 15:41,Afternoon,Weekend
1797,Truffles,20-11-2016 15:50,Afternoon,Weekend
1797,Farm House,20-11-2016 15:50,Afternoon,Weekend
1797,Bread,20-11-2016 15:50,Afternoon,Weekend
1798,Tea,20-11-2016 15:58,Afternoon,Weekend
1799,Farm House,20-11-2016 18:16,Evening,Weekend
1800,Coffee,21-11-2016 07:29,Morning,Weekday
1801,Coffee,21-11-2016 08:13,Morning,Weekday
1802,Bread,21-11-2016 08:38,Morning,Weekday
1803,Coffee,21-11-2016 08:38,Morning,Weekday
1804,Coffee,21-11-2016 09:15,Morning,Weekday
1805,Bread,21-11-2016 09:31,Morning,Weekday
1805,Pastry,21-11-2016 09:31,Morning,Weekday
1806,Coffee,21-11-2016 09:35,Morning,Weekday
1807,Coffee,21-11-2016 09:41,Morning,Weekday
1807,Farm House,21-11-2016 09:41,Morning,Weekday
1808,Keeping It Local,21-11-2016 09:44,Morning,Weekday
1808,Coffee,21-11-2016 09:44,Morning,Weekday
1808,Coffee,21-11-2016 09:44,Morning,Weekday
1809,Coffee,21-11-2016 09:50,Morning,Weekday
1809,Medialuna,21-11-2016 09:50,Morning,Weekday
1810,Coffee,21-11-2016 09:59,Morning,Weekday
1811,Coffee,21-11-2016 09:59,Morning,Weekday
1811,Pastry,21-11-2016 09:59,Morning,Weekday
1812,Tea,21-11-2016 10:00,Morning,Weekday
1813,Coffee,21-11-2016 10:04,Morning,Weekday
1813,Keeping It Local,21-11-2016 10:04,Morning,Weekday
1814,Pastry,21-11-2016 10:12,Morning,Weekday
1814,Coffee,21-11-2016 10:12,Morning,Weekday
1814,Smoothies,21-11-2016 10:12,Morning,Weekday
1815,Coffee,21-11-2016 10:14,Morning,Weekday
1815,Muffin,21-11-2016 10:14,Morning,Weekday
1815,Medialuna,21-11-2016 10:14,Morning,Weekday
1816,Coffee,21-11-2016 10:31,Morning,Weekday
1817,Coffee,21-11-2016 11:07,Morning,Weekday
1818,Coffee,21-11-2016 11:11,Morning,Weekday
1819,Coffee,21-11-2016 11:14,Morning,Weekday
1819,Tea,21-11-2016 11:14,Morning,Weekday
1819,Farm House,21-11-2016 11:14,Morning,Weekday
1819,Brownie,21-11-2016 11:14,Morning,Weekday
1820,Coffee,21-11-2016 11:55,Morning,Weekday
1821,Coffee,21-11-2016 12:02,Afternoon,Weekday
1821,Bread,21-11-2016 12:02,Afternoon,Weekday
1821,Coffee,21-11-2016 12:02,Afternoon,Weekday
1821,Keeping It Local,21-11-2016 12:02,Afternoon,Weekday
1822,Tea,21-11-2016 12:25,Afternoon,Weekday
1823,Coffee,21-11-2016 12:36,Afternoon,Weekday
1823,Bread,21-11-2016 12:36,Afternoon,Weekday
1824,Farm House,21-11-2016 12:36,Afternoon,Weekday
1825,Coffee,21-11-2016 12:48,Afternoon,Weekday
1826,Sandwich,21-11-2016 13:15,Afternoon,Weekday
1827,Farm House,21-11-2016 13:30,Afternoon,Weekday
1827,Scandinavian,21-11-2016 13:30,Afternoon,Weekday
1828,Coffee,21-11-2016 13:38,Afternoon,Weekday
1829,Coffee,21-11-2016 13:41,Afternoon,Weekday
1829,Cake,21-11-2016 13:41,Afternoon,Weekday
1830,Bread,21-11-2016 14:07,Afternoon,Weekday
1830,Tea,21-11-2016 14:07,Afternoon,Weekday
1831,Truffles,21-11-2016 14:20,Afternoon,Weekday
1832,Bread,21-11-2016 14:28,Afternoon,Weekday
1832,Fudge,21-11-2016 14:28,Afternoon,Weekday
1832,Medialuna,21-11-2016 14:28,Afternoon,Weekday
1832,Pastry,21-11-2016 14:28,Afternoon,Weekday
1833,Bread,21-11-2016 14:29,Afternoon,Weekday
1834,Tea,21-11-2016 14:32,Afternoon,Weekday
1834,Brownie,21-11-2016 14:32,Afternoon,Weekday
1834,Cake,21-11-2016 14:32,Afternoon,Weekday
1835,Juice,21-11-2016 14:36,Afternoon,Weekday
1835,Medialuna,21-11-2016 14:36,Afternoon,Weekday
1836,Tea,21-11-2016 14:54,Afternoon,Weekday
1836,Cake,21-11-2016 14:54,Afternoon,Weekday
1837,Coffee,21-11-2016 14:57,Afternoon,Weekday
1837,Tea,21-11-2016 14:57,Afternoon,Weekday
1837,Sandwich,21-11-2016 14:57,Afternoon,Weekday
